,air,arrang,channel,compris,configur,connect,cool,devic,direct,extend,flow,fluid,form,includ,inlet,invent,outlet,plate,plural,provid,relat,second,structur,surfac,use
27,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07361090107705123,-0.0,-0.0,-0.0,-0.011297078012518216,-0.0,-0.0,-0.0,-0.0,-0.014608283908430874,-0.04551573074925831,-0.0,-0.0,-0.0
29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.026099369604048076,-0.05705606770309478,-0.0,-0.0,-0.0,-0.06240753542574646,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
32,-0.0,-0.01563353865509831,-0.0,-0.0,-0.006414297231847304,-0.0,-0.0571570359914399,-0.0,-0.0,-0.0,-0.005132775468595262,-0.04800222655168888,-0.0,-0.021168452922602575,-0.019052345330479968,-0.0,-0.018866504298116586,-0.0,-0.027533324854095407,-0.004807449280852639,-0.0,-0.0,-0.0,-0.0,-0.0
33,-0.0,-0.0,-0.0,-0.006601785631115714,-0.0,-0.03444254988692492,-0.0,-0.0,-0.0,-0.0,-0.0,-0.033901946638044765,-0.0,-0.0,-0.040367602158704934,-0.0,-0.03997384712597381,-0.0,-0.0,-0.0,-0.0,-0.04716572773963195,-0.0,-0.0,-0.0
35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.008625903976524954,-0.0,-0.0,-0.0,-0.07668711171180823,-0.0,-0.0,-0.0,-0.008625903976524954,-0.020012106301217282,-0.0,-0.005241438485647816,-0.0,-0.0,-0.017251807953049907,-0.02015710702188693,-0.0,-0.0,-0.025877711929574863
36,-0.0,-0.013057741198392106,-0.0,-0.020819853135439357,-0.0,-0.0,-0.0,-0.03121311832008734,-0.0,-0.0,-0.038583848263210825,-0.05345777562685771,-0.012131634681065585,-0.0,-0.03182652373673198,-0.01230626142587559,-0.015758040190268715,-0.0096695237294593,-0.0,-0.0,-0.01591326186836599,-0.0,-0.0,-0.0,-0.0
37,-0.0,-0.01323934451885318,-0.015527111452093739,-0.021109409683042958,-0.0,-0.0,-0.0,-0.0158236107098772,-0.03195439698967106,-0.0,-0.03912046136147228,-0.027100625521000208,-0.0,-0.0,-0.0,-0.012477413381136908,-0.0,-0.0490200234644341,-0.013990044667487846,-0.0,-0.016134578951524123,-0.012567820353053096,-0.0,-0.0,-0.016134578951524123
38,-0.0,-0.01132131592778069,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02732505548795305,-0.013531190740570867,-0.02230196526135014,-0.046348932596596004,-0.010518363540677067,-0.0,-0.0,-0.0106697683294071,-0.0,-0.050301992365660124,-0.011963259608423055,-0.0,-0.013797107961939179,-0.032241233213145044,-0.0,-0.0,-0.0
39,-0.061363787108864185,-0.0,-0.0,-0.014162630045464728,-0.0,-0.05541649477058322,-0.021649878045934864,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01804086647520027,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
40,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04737292612831623,-0.02776117681936707,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.06940025479081162,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
41,-0.0,-0.0,-0.0,-0.00787164886457978,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0236023477962084,-0.0,-0.020211518115842608,-0.0,-0.0,-0.0,-0.009305595783989788,-0.0,-0.07311780250405622,-0.02086741806156967,-0.0,-0.012033092539414827,-0.028119062625940435,-0.0,-0.0,-0.0
42,-0.0,-0.012226795303914751,-0.0,-0.01949495541969622,-0.03009925046496934,-0.0,-0.0,-0.04384024802202081,-0.0,-0.029226832014680536,-0.0,-0.012513980597055274,-0.0,-0.0,-0.0,-0.02304627379644665,-0.0,-0.0181083826873523,-0.0,-0.0,-0.01490060130048079,-0.04642651806645925,-0.01504962523248467,-0.0,-0.0
43,-0.0,-0.0417157511103903,-0.0,-0.03325674013434322,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.039314988016797066,-0.0,-0.046337047019718136,-0.0,-0.0,-0.02541916175888686,-0.0,-0.0,-0.02541916175888686,-0.0
44,-0.0,-0.0,-0.0,-0.013875005425854159,-0.0,-0.018097019248433675,-0.0,-0.0,-0.0,-0.02080140446869201,-0.0,-0.0,-0.0,-0.0,-0.0,-0.049207679692616704,-0.0,-0.051552599661060794,-0.0,-0.0,-0.042420394290059296,-0.0,-0.0,-0.0,-0.0
45,-0.03462792837358357,-0.030074603623916403,-0.03527151375818584,-0.011988077054123152,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.018325720956761733,-0.0,-0.018146967588484317,-0.01113542874595154,-0.0,-0.013872303777805435,-0.0,-0.0,-0.0,-0.054977162870285194,-0.018325720956761733
47,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.047122426201599905,-0.025753690419361316,-0.0,-0.0,-0.0,-0.0,-0.0,-0.023395107982343406,-0.0,-0.02407353461495467,-0.0,-0.06181125031642851,-0.0
49,-0.0,-0.02517224737396793,-0.04428304096762757,-0.010033942422589434,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03008576765799732,-0.03719028269762238,-0.0,-0.011693466144052355,-0.0,-0.0,-0.0,-0.0,-0.04660140670738185,-0.0,-0.023222055838771172,-0.0,-0.0,-0.0,-0.0,-0.0
50,-0.0,-0.0,-0.0,-0.02022512599048975,-0.0,-0.02637941270061572,-0.0,-0.0,-0.0,-0.030321503541504605,-0.0,-0.0,-0.0,-0.0,-0.0,-0.023909456631715616,-0.0,-0.037573240199942,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0618347735910802,-0.0
51,-0.0,-0.0,-0.0,-0.03512762608008023,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.06140612866637479,-0.0,-0.0,-0.020763342901590078,-0.0,-0.04894377665364947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
52,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07028794321617388,-0.0,-0.0,-0.028961960886391424,-0.0,-0.0,-0.0,-0.0,-0.02771212396771878,-0.0,-0.0,-0.0,-0.0,-0.03583462681035593,-0.0,-0.0,-0.0,-0.0
54,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07416901858378333,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.030902561160568026,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.037084509291891665
56,-0.0,-0.0,-0.0,-0.017365737145516612,-0.0,-0.0,-0.0,-0.0,-0.0,-0.013017354270282831,-0.0,-0.0,-0.030356810537468627,-0.011060549632376224,-0.0,-0.010264592155167293,-0.0,-0.0,-0.011508964106409298,-0.0,-0.0,-0.0,-0.06702960594149839,-0.0,-0.039819520474439415
57,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.030094893023729287,-0.0,-0.0,-0.0,-0.029458687805785085,-0.0,-0.0,-0.0,-0.07783158459157967,-0.0
58,-0.05180845779524479,-0.0,-0.0,-0.07174368358443121,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
60,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07924728780284708,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.020193317783589175,-0.0,-0.020778896811286283,-0.0,-0.0,-0.02667596621444601
61,-0.0,-0.0,-0.0,-0.0,-0.031428608860361334,-0.0,-0.0,-0.0,-0.015406935546106181,-0.0,-0.025149441433676707,-0.026133341886950663,-0.011861329920678199,-0.0,-0.0,-0.0,-0.0,-0.04727038612115103,-0.013490707807680054,-0.023555416533204365,-0.0,-0.0,-0.0,-0.04667609619734887,-0.0
62,-0.0,-0.0,-0.0,-0.04988128728703336,-0.0,-0.03252981128526375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03812582066578571,-0.02948398135280521,-0.037753932494049944,-0.023166748004429045,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
63,-0.0,-0.0,-0.0,-0.014389470653810056,-0.0,-0.01876803067129188,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03353871904673332,-0.0,-0.0,-0.017010743206860246,-0.0,-0.053464095845914654,-0.01907294805595806,-0.0,-0.02199664072283715,-0.03426799420125618,-0.022216633582540612,-0.0,-0.02199664072283715
64,-0.0,-0.0,-0.0,-0.014389470653810056,-0.0,-0.01876803067129188,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03353871904673332,-0.0,-0.0,-0.017010743206860246,-0.0,-0.053464095845914654,-0.01907294805595806,-0.0,-0.02199664072283715,-0.03426799420125618,-0.022216633582540612,-0.0,-0.02199664072283715
65,-0.078713444429594,-0.012064092324318541,-0.0,-0.003205922405063723,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.007472306203327213,-0.0,-0.009801545175090715,-0.003789932519805302,-0.033970785138650976,-0.00893370646821752,-0.0,-0.007419626899348374,-0.0,-0.0,-0.0049497862069373,-0.0,-0.0
